id,name,year,running_time,rating,image,image_content_type,imdb_url,genre_id,director_id
366,"Revenant, The (Der Rückkehrer)",2015,9360,ALL,NULL,NULL,NULL,6,128
367,Riddick - The Chronicles of Riddick,2004,9300,ALL,NULL,NULL,NULL,15,129
368,Rio,2011,5520,ALL,NULL,NULL,NULL,2,128
369,Rio 2,2004,6060,ALL,NULL,NULL,NULL,2,128
370,Robin Hood: Prince of Thieves,1991,8580,ALL,NULL,NULL,NULL,8,137
371,Robots,2005,5340,ALL,NULL,NULL,NULL,2,128
372,Romeo + Juliet,1996,7200,ALL,NULL,NULL,NULL,6,128
373,Ronin,1998,7260,ALL,NULL,NULL,NULL,1,137
374,S.W.A.T.,2003,7020,ALL,NULL,NULL,NULL,1,128
375,Safe House,2012,6960,ALL,NULL,NULL,NULL,4,129
376,Sahara,2005,7620,ALL,NULL,NULL,NULL,1,128
377,San Andreas,2015,6840,ALL,NULL,NULL,NULL,1,128
378,Saving Mr. Banks,2013,7500,ALL,NULL,NULL,NULL,3,137
379,Saving Private Ryan,1998,10200,ALL,NULL,NULL,NULL,11,301
380,Schindler's List,1993,11100,ALL,NULL,NULL,NULL,6,301
381,"Score, The",2001,7380,ALL,NULL,NULL,NULL,4,136
382,Se7en,1995,6420,ALL,NULL,NULL,NULL,4,129
383,"Sentinel, The",2006,6420,ALL,NULL,NULL,NULL,1,128
384,Shaft,1971,5880,ALL,NULL,NULL,NULL,4,136
385,Shooter,2007,7260,ALL,NULL,NULL,NULL,6,128
386,Shrek,2001,5340,ALL,NULL,NULL,NULL,2,128
387,Shrek 2,2004,5580,ALL,NULL,NULL,NULL,2,128
388,Shutter Island,2010,8280,ALL,NULL,NULL,NULL,6,152
389,Sideways,2004,7320,ALL,NULL,NULL,NULL,3,128
390,Signs,2002,6360,ALL,NULL,NULL,NULL,15,137
391,Silent Hill,2006,7260,ALL,NULL,NULL,NULL,9,128
392,Sin City,2005,7440,ALL,NULL,NULL,NULL,4,136
393,Sixth Sense,1999,6420,ALL,NULL,NULL,NULL,9,137
394,Sky High,2005,6120,ALL,NULL,NULL,NULL,16,256
395,Sleepers,1996,8400,ALL,NULL,NULL,NULL,6,128
396,Sleeping Dictionary (Selima & John),2002,6300,ALL,NULL,NULL,NULL,12,136
397,Slumdog Millionaire,2008,7200,ALL,NULL,NULL,NULL,6,129
398,Smaragdgrün,2016,6780,ALL,NULL,NULL,NULL,7,136
399,Snatch,2000,6120,ALL,NULL,NULL,NULL,3,136
400,Snow Falling on Cedars,1999,7500,ALL,NULL,NULL,NULL,6,301
401,Snow White and the Huntsman,2012,7620,ALL,NULL,NULL,NULL,7,301
402,Snowpiercer,2013,7560,ALL,NULL,NULL,NULL,15,137
403,Speed,1994,6900,ALL,NULL,NULL,NULL,1,136
404,Speed 2: Cruise Control,1997,7500,ALL,NULL,NULL,NULL,1,136
405,Sphere,1998,7800,ALL,NULL,NULL,NULL,9,128
406,Spider,2003,5880,ALL,NULL,NULL,NULL,6,129
407,Spider-Man,2002,7260,ALL,NULL,NULL,NULL,7,301
408,Spider-Man 2,2004,7620,ALL,NULL,NULL,NULL,7,301
409,Spider-Man 3,2007,8400,ALL,NULL,NULL,NULL,7,301
410,Star Wars - Solo: A Star Wars Story,2018,7800,ALL,NULL,NULL,NULL,15,301
411,Star Wars Episode I - The Phantom Menace,1999,7860,ALL,NULL,NULL,NULL,15,136
412,Star Wars Episode II - Attack of the Clones,2002,7200,ALL,NULL,NULL,NULL,15,136
413,Star Wars Episode III - Revenge of the Sith,2005,8520,ALL,NULL,NULL,NULL,15,136
414,Star Wars Episode IV - A New Hope,1977,7260,ALL,NULL,NULL,NULL,15,136
415,Star Wars Episode V - The Empire Strikes Back,1980,7440,ALL,NULL,NULL,NULL,15,136
416,Star Wars Episode VI - Return of the Jedi,1983,7980,ALL,NULL,NULL,NULL,15,301
417,Star Wars Episode VII – Das Erwachen der Macht,2015,8160,ALL,NULL,NULL,NULL,15,136
418,Star Wars Episode VIII – Die letzten Jedi,2017,9120,ALL,NULL,NULL,NULL,15,301
419,Starsky & Hutch,2004,5820,ALL,NULL,NULL,NULL,3,301
420,"Statement, The",2003,7200,ALL,NULL,NULL,NULL,6,295
421,Stay,2005,5940,ALL,NULL,NULL,NULL,6,137
422,Step up,2006,5880,ALL,NULL,NULL,NULL,6,128
423,"Sternwanderer, Der (Stardust)",2007,7680,ALL,NULL,NULL,NULL,7,152
424,Stolz & Vorurteil (Pride & Prejudice),2005,7680,ALL,NULL,NULL,NULL,12,136
425,Streben nach Glück (Pursuit of Happyness),2006,7200,ALL,NULL,NULL,NULL,6,136
426,Stumme Zeugin (Mute Witness),1995,5400,ALL,NULL,NULL,NULL,4,128
427,Sully,2016,5760,ALL,NULL,NULL,NULL,6,128
428,Super 8,2011,6660,ALL,NULL,NULL,NULL,15,136
429,Superman - The New Adventures of …(I),1993,58680,ALL,NULL,NULL,NULL,7,136
430,Superman - The New Adventures of …(II),1994,57960,ALL,NULL,NULL,NULL,7,301
431,Sweet Home Alabama,2002,6300,ALL,NULL,NULL,NULL,12,128
432,Syriana,2005,7560,ALL,NULL,NULL,NULL,4,301
433,Taking Lives,2004,6180,ALL,NULL,NULL,NULL,4,129
434,Tarzan 2,2009,4260,ALL,NULL,NULL,NULL,2,128
435,Tears of the Sun,2003,7080,ALL,NULL,NULL,NULL,11,128
436,"Terminal, The",2004,7500,ALL,NULL,NULL,NULL,3,301
437,Terminator,1984,6480,ALL,NULL,NULL,NULL,15,136
438,Terminator 2: Judgment Day,1991,8100,ALL,NULL,NULL,NULL,15,136
439,Terminator 3: Rise of the Machines,2003,6540,ALL,NULL,NULL,NULL,15,137
440,Thelma & Louise,1991,7680,ALL,NULL,NULL,NULL,6,301
441,Thin Red Line,1998,9960,ALL,NULL,NULL,NULL,11,301
442,Thirteen Days,2000,8100,ALL,NULL,NULL,NULL,1,301
443,Timeline,2003,6960,ALL,NULL,NULL,NULL,15,301
444,Tinker Bell: Legende vom Nimmerbiest,2014,4560,ALL,NULL,NULL,NULL,2,301
445,Tinker Bell: Secret of the Wings,2012,5520,ALL,NULL,NULL,NULL,2,128
446,Tinker Bell: The Great Dairy Rescue,2010,4500,ALL,NULL,NULL,NULL,2,301
447,Titanic,1997,11640,ALL,NULL,NULL,NULL,6,136
448,Tomb Raider (Lara Croft),2001,6300,ALL,NULL,NULL,NULL,7,301
449,Traffic,2000,8400,ALL,NULL,NULL,NULL,4,301
450,Training Day,2001,7200,ALL,NULL,NULL,NULL,4,128
451,Tricks (Matchstick Men),2003,6900,ALL,NULL,NULL,NULL,4,301
452,Tristan & Isolde,2006,7200,ALL,NULL,NULL,NULL,8,137
453,Tropic Thunder,2008,6120,ALL,NULL,NULL,NULL,3,128
454,Troy,2004,9780,ALL,NULL,NULL,NULL,8,301
455,U-571,2000,6960,ALL,NULL,NULL,NULL,11,137
456,Ultraviolet,2006,5280,ALL,NULL,NULL,NULL,15,137
457,Unbreakable,2000,6420,ALL,NULL,NULL,NULL,15,137
458,Under the Tuscan Sun,2003,6900,ALL,NULL,NULL,NULL,3,128
459,Underworld I,2003,7260,ALL,NULL,NULL,NULL,7,137
460,Underworld II: Evolution,2006,6300,ALL,NULL,NULL,NULL,7,137
461,Underworld III: Aufstand der Lykaner,2009,5400,ALL,NULL,NULL,NULL,7,295
462,"Unglaublichen, Die (Incredibles)",2004,6900,ALL,NULL,NULL,NULL,2,295
463,Unleashed,2005,8520,ALL,NULL,NULL,NULL,1,137
464,Unlocked,2017,5880,ALL,NULL,NULL,NULL,1,152
465,V for Vendetta,2005,7920,ALL,NULL,NULL,NULL,1,136
466,Vaiana,2016,6180,ALL,NULL,NULL,NULL,2,301
467,Van Helsing,2004,7500,ALL,NULL,NULL,NULL,7,301
468,Vanity Fair,2004,8220,ALL,NULL,NULL,NULL,6,292
469,"Village, The",2004,6180,ALL,NULL,NULL,NULL,9,137
470,Vitus,2006,7200,ALL,NULL,NULL,NULL,6,136
471,Wag the Dog,1997,6300,ALL,NULL,NULL,NULL,3,128
472,Wall-E,2008,5700,ALL,NULL,NULL,NULL,2,128
473,Wallace & Gromit,1993,4920,ALL,NULL,NULL,NULL,2,136
474,We Were Soldiers,2002,8280,ALL,NULL,NULL,NULL,11,296
475,"Wedding Date, The",2005,5400,ALL,NULL,NULL,NULL,12,128
476,When Trumpets Fade,1998,5520,ALL,NULL,NULL,NULL,11,137
477,While You Were Sleeping,1995,6000,ALL,NULL,NULL,NULL,12,137
478,White House Down,2013,7860,ALL,NULL,NULL,NULL,1,301
479,White Men Can't Jump,1992,6900,ALL,NULL,NULL,NULL,3,301
480,White Oleander,2002,6600,ALL,NULL,NULL,NULL,6,295
481,Windtalkers,2002,8040,ALL,NULL,NULL,NULL,11,137
482,Winnie Puuh - Die kleinen Entdecker,2004,4200,ALL,NULL,NULL,NULL,2,301
483,Winnie Puuh - Lustige Jahreszeiten,2007,3660,ALL,NULL,NULL,NULL,2,301
484,Winter's Tale,2014,7020,ALL,NULL,NULL,NULL,12,128
485,"Woman in Black, The",2012,5700,ALL,NULL,NULL,NULL,9,136
486,World Trade Center,2006,7440,ALL,NULL,NULL,NULL,6,295
487,World War Z,2013,6960,ALL,NULL,NULL,NULL,15,137
488,xXx,2002,7440,ALL,NULL,NULL,NULL,1,301
